danceability,energy,key,loudness,mode_,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist
0.569,0.88,6,-6.581,0,0.0313,0.0778,7.36e-05,0.13,112.976,197184,4,0
0.445,0.808,4,-12.518,1,0.0454,0.383,0.239,0.14,133.258,186000,4,0
0.425,0.964,2,-5.422,1,0.0828,0.178,0.0,0.104,175.58,126733,3,0
0.231,0.36,7,-10.119,1,0.0478,0.103,0.0257,0.0757,60.017,439200,4,0
0.539,0.63,10,-6.439,1,0.0268,0.69,2.41e-06,0.32,142.652,258292,4,0
0.601,0.469,0,-7.72,1,0.0324,0.795,0.00531,0.0772,120.015,219853,4,0
0.54,0.861,5,-7.723,1,0.0388,0.0269,0.00448,0.0761,104.989,308213,4,0
0.34,0.31,2,-11.667,0,0.0311,0.312,0.000326,0.101,77.631,391893,4,0
0.751,0.533,6,-11.355,0,0.0426,0.535,0.158,0.098,126.961,206893,4,0
0.712,0.788,9,-6.911,1,0.0773,0.115,0.0248,0.0856,134.978,260085,4,0
0.608,0.474,8,-8.312,1,0.0273,0.855,0.00573,0.141,118.378,288720,3,0
0.526,0.437,5,-11.761,1,0.0343,0.815,0.00169,0.0969,114.03,328013,4,0
0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,122.262,228467,4,0
0.695,0.729,1,-4.435,1,0.0324,0.0375,0.00625,0.292,144.035,211267,4,0
0.681,0.773,9,-7.159,1,0.034,0.096,0.000715,0.167,140.027,196040,4,0
0.46,0.868,4,-4.489,0,0.0619,0.00608,0.0399,0.0751,181.995,282147,4,0
0.615,0.931,3,-7.8,1,0.24,0.0352,2.37e-05,0.0914,137.544,309093,3,0
0.788,0.543,2,-8.657,0,0.0286,0.0734,9.69e-05,0.0567,109.989,266933,4,0
0.786,0.362,7,-13.785,0,0.0373,0.695,0.408,0.0897,115.022,176480,4,0
0.67,0.255,11,-15.223,1,0.0408,0.902,0.000218,0.109,109.999,222715,4,0
0.413,0.559,9,-9.044,0,0.0622,0.529,0.0675,0.617,96.752,270987,3,0
0.499,0.496,0,-10.246,0,0.0327,0.644,0.368,0.0934,140.047,283387,4,0
0.665,0.59,1,-6.831,0,0.0257,0.358,0.628,0.564,110.069,308680,4,0
0.259,0.897,6,-5.048,0,0.0848,0.00146,0.0135,0.308,165.051,303493,4,0
0.813,0.619,5,-7.579,1,0.0856,0.0678,0.438,0.328,136.286,279067,3,0
0.611,0.56,5,-9.946,1,0.0701,0.0557,0.591,0.0701,170.346,192773,4,0
0.86,0.711,9,-6.749,0,0.106,0.153,0.000649,0.219,121.972,223533,4,0
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,124.053,240400,4,0
0.331,0.676,5,-9.804,1,0.0382,0.318,1.05e-06,0.112,85.862,334600,4,0
0.67,0.367,7,-12.901,0,0.0335,0.904,0.228,0.126,120.049,280435,4,0
0.496,0.432,9,-11.834,1,0.0344,0.275,0.00325,0.0936,116.052,147133,4,0
0.58,0.625,10,-12.073,0,0.0903,5.46e-05,0.725,0.1,97.043,247267,4,0
0.541,0.414,1,-7.752,1,0.0293,0.799,0.00246,0.117,114.639,121547,4,0
0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,124.004,251427,5,0
0.659,0.622,0,-9.641,1,0.0386,0.349,0.568,0.155,92.012,269640,4,0
0.542,0.54,0,-8.545,0,0.0249,0.26,0.00068,0.127,90.993,225120,4,0
0.756,0.28,5,-14.27,1,0.0296,0.616,0.00033,0.414,109.413,231000,4,0
0.782,0.325,11,-12.975,1,0.0968,0.731,0.906,0.115,79.92,357827,4,0
0.226,0.0774,2,-28.751,0,0.0423,0.995,0.979,0.0823,100.93,211373,4,0
0.142,0.042,9,-26.441,0,0.0432,0.971,0.913,0.052,141.164,255333,3,0
0.603,0.53,10,-11.258,0,0.281,0.461,0.019,0.145,143.976,138000,4,0
0.66,0.639,3,-9.826,1,0.0354,0.872,0.00642,0.103,126.329,343480,4,0
0.637,0.782,9,-6.466,0,0.0294,0.0517,0.0549,0.122,129.999,340853,4,0
0.29,0.909,10,-4.107,1,0.0833,0.111,1.4e-06,0.148,177.985,274893,4,0
0.63,0.76,4,-8.11,1,0.0559,0.221,0.374,0.264,103.718,206467,4,0
0.563,0.508,6,-7.003,0,0.0402,0.886,0.146,0.0848,130.073,289560,4,0
0.667,0.726,11,-5.412,0,0.0262,0.315,0.179,0.0936,88.505,318267,4,0
0.752,0.712,8,-10.219,1,0.321,0.0669,0.0,0.138,103.124,286507,4,0
0.402,0.555,0,-6.949,1,0.0275,0.000489,0.606,0.11,108.532,305333,4,0
0.523,0.765,3,-5.803,0,0.0701,0.099,0.000345,0.0702,120.008,324613,4,0
0.234,0.445,7,-9.078,1,0.0362,0.671,0.248,0.112,163.467,320787,3,0
0.26,0.724,7,-5.093,1,0.033,0.334,0.0,0.114,93.726,202560,3,0
0.587,0.317,5,-14.901,1,0.0451,0.684,0.136,0.321,167.29,215253,4,0
0.343,0.782,0,-5.365,1,0.0354,0.111,0.0113,0.118,126.328,293267,4,0
0.597,0.801,0,-6.38,1,0.203,0.0119,2.05e-05,0.0465,145.173,190000,4,0
0.582,0.604,9,-6.962,1,0.0493,0.134,0.000957,0.102,143.952,219400,4,0
0.729,0.801,8,-6.141,0,0.0379,0.0438,0.564,0.148,114.981,269800,4,0
0.348,0.496,8,-8.322,1,0.0342,0.769,3.76e-06,0.114,130.99,206187,4,0
0.736,0.58,5,-9.643,0,0.0485,0.263,0.663,0.101,140.04,260413,4,0
0.734,0.579,2,-8.805,1,0.056,0.0268,0.0319,0.0832,172.009,283293,4,0
0.764,0.525,8,-11.975,0,0.0709,0.088,0.399,0.0751,100.026,177453,4,0
0.168,0.868,11,-5.64,0,0.0948,0.619,0.0857,0.0841,85.439,318347,4,0
0.459,0.476,5,-7.383,1,0.0308,0.118,0.00292,0.109,120.34,215987,4,0
0.369,0.762,8,-9.257,1,0.0462,0.0287,0.428,0.0987,114.147,243240,4,0
0.544,0.669,5,-9.313,1,0.0307,0.00147,0.0255,0.175,140.031,260893,4,0
0.602,0.462,4,-10.789,0,0.037,0.16,0.82,0.276,124.996,220003,4,0
0.616,0.827,7,-5.485,0,0.0383,0.00993,0.73,0.0618,107.505,353306,4,0
0.365,0.875,1,-3.228,1,0.131,0.00893,0.0,0.0786,98.708,225307,4,1
0.499,0.769,1,-5.576,1,0.0522,0.00416,0.0274,0.117,110.835,224147,3,1
0.78,0.887,2,-3.352,1,0.0578,0.00064,0.718,0.272,123.0,154146,4,1
0.507,0.239,9,-15.099,0,0.0352,0.766,0.000793,0.121,77.873,225307,4,1
0.533,0.129,3,-12.095,1,0.0441,0.936,0.0552,0.0908,100.863,903453,4,1
0.769,0.874,5,-5.528,0,0.0504,0.0395,0.000442,0.277,126.063,293147,4,1
0.902,0.692,9,-7.057,0,0.0714,0.0882,0.823,0.0884,125.023,327400,4,1
0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,76.083,303973,4,1
0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,119.695,308627,4,1
0.825,0.353,11,-8.859,0,0.156,0.815,0.018,0.109,129.936,125558,4,1
0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,102.999,194787,4,1
0.397,0.978,7,-5.565,1,0.0514,4.73e-06,0.591,0.321,107.703,214560,4,1
0.707,0.925,1,-3.067,1,0.0362,0.00215,3.62e-06,0.0617,110.012,227882,4,1
0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,160.006,141395,4,1
0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,127.001,173386,4,1
0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,84.98,105176,4,1
0.632,0.922,7,-2.173,1,0.0794,0.00558,1.81e-05,0.0927,88.972,137747,4,1
0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,83.97,160191,4,1
0.73,0.228,1,-11.393,1,0.204,0.546,1.81e-06,0.647,103.079,157144,4,1
0.767,0.938,5,-4.433,0,0.0505,0.592,0.0193,0.118,123.992,229805,4,1
0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,83.293,264504,4,1
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,147.125,391376,4,1
0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,151.727,271000,4,1
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,132.77,140773,4,1
0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,174.322,324133,5,1
0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,144.774,168840,4,1
0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,108.736,285133,4,1
0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,145.928,210373,4,1
0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,138.45,516893,4,1
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,71.105,354320,4,1
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,115.728,208400,4,1
0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,160.9,266960,4,1
0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,148.217,350400,4,1
0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,104.114,238747,4,1
0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,97.782,281147,4,1
0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,100.271,405640,4,1
0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,109.975,214653,4,1
0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,99.437,274133,4,1
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,113.375,188987,4,1
0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,159.669,204480,4,1
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,188.386,255493,4,1
0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,132.31,138053,4,1
0.455,0.673,9,-6.302,1,0.0295,0.274,0.000945,0.0863,171.719,235813,4,1
0.262,0.513,4,-6.993,0,0.0302,0.884,0.0192,0.0952,182.886,227547,3,1
0.614,0.69,8,-5.046,1,0.0256,0.0273,0.00806,0.094,95.01,206000,4,1
0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,112.114,371413,4,1
0.555,0.807,0,-5.162,1,0.0259,0.114,0.000687,0.326,97.908,282760,4,1
0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,133.449,219027,4,1
0.398,0.19,4,-18.011,0,0.0302,0.987,0.911,0.0834,169.153,417733,4,1
0.646,0.857,1,-5.106,0,0.0507,0.23,7.08e-05,0.0786,171.992,231613,4,1
0.725,0.591,6,-6.406,1,0.0924,0.462,3.41e-06,0.0981,89.979,186533,4,1
0.619,0.376,7,-12.198,1,0.0484,0.826,0.719,0.106,94.973,315827,4,1
0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,118.004,305907,4,1
0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,110.264,210300,4,1
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,120.006,245426,4,1
0.38,0.491,2,-11.738,0,0.0695,0.205,3.67e-06,0.08,142.126,627107,3,1
0.505,0.409,4,-10.588,0,0.0304,0.569,0.00228,0.153,116.05,247793,4,1
0.779,0.525,10,-5.756,0,0.0487,0.148,0.0,0.0675,120.018,247438,4,1
0.435,0.0901,8,-15.469,1,0.0582,0.809,1.19e-05,0.101,178.85,378400,3,1
0.578,0.192,3,-12.227,0,0.0621,0.965,0.000609,0.111,90.922,204267,4,1
0.794,0.0715,7,-21.305,1,0.131,0.388,0.0,0.111,68.331,202507,4,1
0.507,0.0677,2,-13.766,0,0.0406,0.978,2.74e-05,0.132,105.393,181827,5,1
0.525,0.141,5,-16.425,1,0.0471,0.984,0.000101,0.139,88.033,182239,4,1
0.549,0.268,8,-12.985,1,0.0398,0.675,0.0,0.262,124.322,176067,4,1
0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,78.231,155307,4,1
0.687,0.578,10,-7.301,1,0.0559,0.326,0.0,0.0728,104.033,205449,4,1
0.715,0.516,2,-4.45,0,0.0368,0.307,0.0,0.14,136.014,229109,4,1
0.46,0.694,0,-7.881,1,0.0598,0.00237,0.0339,0.146,191.962,220000,4,1
0.727,0.484,9,-7.388,1,0.041,0.0702,7.74e-06,0.0489,140.962,189787,4,1
0.708,0.407,5,-7.413,1,0.0332,0.29,3.07e-06,0.121,82.996,127229,4,1
0.494,0.499,5,-6.389,0,0.0268,0.48,0.0,0.077,94.591,196183,4,1
0.53,0.862,10,-3.185,0,0.0469,0.00321,0.000104,0.0617,175.974,203204,4,1
0.767,0.682,7,-4.06,1,0.0663,0.108,0.00126,0.127,118.019,174353,4,1
0.644,0.156,1,-16.529,1,0.0329,0.532,0.0,0.105,113.96,171427,4,1
0.639,0.549,5,-8.318,0,0.0487,0.779,0.0,0.151,127.661,158933,4,1
0.616,0.426,9,-8.399,1,0.0421,0.634,0.0,0.0695,110.395,143613,4,1
0.618,0.737,2,-8.147,1,0.257,0.844,1.54e-05,0.171,165.104,164160,4,1
0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,119.344,147147,4,1
0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,120.0,212440,4,1
0.804,0.538,7,-9.328,1,0.0527,0.774,0.000118,0.12,134.59,176200,4,1
0.315,0.156,3,-8.234,1,0.0291,0.924,1.39e-06,0.219,81.478,168667,5,1
0.327,0.918,7,-5.067,1,0.0623,0.000337,0.246,0.0679,161.088,414960,4,1
0.435,0.353,2,-9.694,1,0.0308,0.544,1.74e-06,0.115,143.671,229640,3,1
0.655,0.625,7,-7.276,1,0.0771,0.0211,0.00136,0.182,82.996,216613,4,1
0.62,0.81,9,-7.194,0,0.0485,0.0093,4.51e-06,0.207,144.924,216566,4,1
0.552,0.569,2,-5.468,1,0.0339,0.0282,1.44e-05,0.134,85.002,189510,4,1
0.65,0.548,8,-8.767,1,0.0357,0.0407,0.0404,0.293,103.95,201813,4,1
0.449,0.725,10,-6.237,0,0.0609,0.00498,0.778,0.0475,160.048,195107,4,1
0.732,0.654,11,-6.842,0,0.0304,0.484,0.218,0.151,114.007,204410,4,1
0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,120.046,193143,4,1
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,150.455,180953,4,1
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,135.128,194088,4,1
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,122.746,320357,4,1
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,116.047,248413,4,1
0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,100.163,353893,4,1
0.576,0.616,0,-5.924,0,0.0618,0.748,0.011,0.206,97.896,258707,4,1
0.705,0.719,10,-7.686,0,0.0283,0.0752,3.21e-05,0.311,113.992,227120,4,1
0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,165.007,259947,4,1
0.663,0.712,2,-7.268,1,0.0479,0.524,0.0,0.0804,113.439,236520,4,1
0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,116.891,269720,3,1
0.608,0.746,0,-8.851,1,0.354,0.026,2.39e-06,0.043,134.03,191947,4,1
0.633,0.757,0,-6.588,1,0.0327,0.124,0.0154,0.123,89.984,232413,4,1
0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,155.587,355304,4,1
0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,108.9,170813,4,1
0.493,0.961,2,-4.51,1,0.0671,0.00146,0.132,0.165,100.0,302813,4,1
0.526,0.251,8,-16.178,1,0.0275,0.191,0.034,0.107,92.546,294293,4,1
0.444,0.873,2,-4.877,1,0.119,0.000233,1.01e-05,0.0951,159.888,166573,4,1
0.66,0.115,4,-17.199,1,0.487,0.991,0.0,0.166,118.269,137555,4,1
0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,135.959,269554,4,1
0.673,0.377,0,-14.141,1,0.0697,0.586,0.0,0.332,88.973,201467,4,1
0.634,0.433,2,-12.185,0,0.0426,0.932,0.000511,0.149,113.488,256733,4,1
0.738,0.554,1,-7.805,1,0.0774,0.0981,0.000379,0.47,96.0,161173,4,1
0.462,0.538,0,-5.527,1,0.059,0.0137,0.0,0.429,139.256,203507,4,1
0.568,0.493,0,-9.112,0,0.0381,0.106,0.0,0.757,143.223,156317,4,1
0.45,0.968,5,-4.284,0,0.095,0.0145,0.869,0.127,128.211,241160,4,1
0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,118.214,342067,4,1
0.644,0.124,5,-17.873,0,0.0624,0.975,0.888,0.106,79.469,280947,4,1
0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,93.357,423573,4,1
0.517,0.887,10,-7.637,0,0.0732,0.000244,0.00258,0.151,166.008,321162,4,1
0.352,0.866,2,-3.274,1,0.0392,3.03e-05,2.92e-05,0.295,165.209,174013,4,1
0.545,0.815,2,-6.871,1,0.0437,0.0803,0.193,0.116,129.126,234360,4,1
0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,148.658,371320,4,1
0.607,0.862,4,-4.848,0,0.306,0.279,0.0,0.138,93.059,215787,4,1
0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,125.02,316718,4,1
0.619,0.577,6,-9.754,1,0.0342,0.239,0.779,0.122,159.844,289200,4,1
0.442,0.193,1,-14.045,1,0.0357,0.995,0.936,0.28,109.572,196267,4,1
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,138.185,276693,4,1
0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,102.713,219093,4,1
0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,154.837,203507,4,1
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,100.008,213107,4,1
0.398,0.954,6,-7.373,1,0.0715,0.0133,0.000218,0.0891,157.766,148573,4,1
0.225,0.948,9,-2.945,1,0.136,0.00718,0.0,0.25,179.634,188187,4,1
0.55,0.913,9,-3.104,0,0.0661,0.00564,0.0,0.2,126.106,177827,4,1
0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,169.961,185587,4,1
0.62,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,114.448,180267,4,1
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,103.408,169027,4,1
0.544,0.636,0,-8.732,1,0.04,0.0508,0.0,0.117,128.91,211533,4,1
0.593,0.468,0,-13.08,0,0.0395,0.414,0.0122,0.283,125.357,604773,4,1
0.678,0.575,5,-6.309,1,0.0347,0.415,0.0,0.0855,124.038,219400,4,1
0.629,0.639,0,-7.962,1,0.24,0.348,0.00148,0.373,93.244,215173,4,1
0.533,0.655,5,-7.775,1,0.166,0.175,0.000505,0.109,87.599,252973,4,1
0.903,0.691,7,-6.123,1,0.303,0.0895,0.0,0.0472,120.012,193241,4,1
0.55,0.826,0,-5.932,1,0.236,0.162,0.00114,0.127,89.762,198533,4,1
0.574,0.926,9,-3.663,0,0.0371,0.00154,0.0,0.136,121.544,208551,4,1
0.644,0.975,11,-3.379,1,0.0511,0.0424,0.000266,0.0991,122.999,206053,4,1
0.638,0.973,11,-3.345,1,0.0529,0.0468,0.000303,0.0708,122.998,207162,4,1
0.628,0.939,5,-4.323,0,0.0551,0.0942,0.000121,0.388,122.984,227804,4,1
0.662,0.805,11,-5.683,1,0.033,0.00299,0.0178,0.237,133.935,216791,4,1
0.348,0.351,0,-9.883,0,0.0344,0.408,0.0,0.055,164.054,229320,4,1
0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,104.545,237027,4,1
0.606,0.924,11,-4.531,0,0.0349,0.00216,3.3e-06,0.24,144.998,206840,4,1
0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,156.073,187187,4,1
0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,82.002,192053,4,1
0.562,0.532,0,-8.306,1,0.0669,0.736,2.47e-05,0.155,61.842,176887,4,1
0.505,0.444,7,-7.061,1,0.0387,0.542,1.31e-05,0.12,148.723,200653,4,1
0.735,0.45,8,-9.281,1,0.0346,0.422,0.0,0.108,125.951,201027,4,1
0.489,0.382,8,-8.719,1,0.0315,0.492,0.00232,0.0897,125.161,298093,4,1
0.602,0.598,10,-7.821,0,0.0346,0.48,0.000592,0.101,78.413,216120,4,1
0.639,0.565,5,-9.655,0,0.0318,0.598,0.0167,0.0885,88.582,247880,4,1
0.627,0.32,5,-11.007,1,0.0274,0.857,0.000111,0.127,96.504,309693,3,1
0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,95.438,265320,4,1
0.871,0.541,9,-6.68,1,0.243,0.342,0.0,0.0789,96.003,252000,4,1
0.532,0.857,8,-3.524,1,0.348,0.234,0.0,0.261,80.198,212147,4,1
0.716,0.805,2,-5.823,1,0.24,0.638,0.0216,0.11,91.009,221597,4,1
0.741,0.794,9,-5.502,0,0.191,0.369,0.00231,0.217,91.042,196200,4,1
0.746,0.716,2,-4.952,1,0.412,0.274,0.0,0.0508,89.994,237667,4,1
0.738,0.876,2,-3.609,1,0.153,0.37,9.75e-06,0.177,90.192,236640,4,1
0.567,0.739,0,-7.489,1,0.52,0.743,0.0,0.118,84.119,277093,4,1
0.591,0.743,1,-6.4,1,0.341,0.679,0.0,0.266,147.839,122013,4,1
0.707,0.468,4,-12.814,1,0.462,0.792,0.0,0.11,91.73,221827,4,1
0.725,0.854,9,-4.105,1,0.0408,0.0956,0.0,0.0763,95.023,354227,4,1
0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,133.99,214493,4,1
0.61,0.77,6,-4.136,1,0.0314,0.000229,0.168,0.298,115.982,260920,4,1
0.652,0.825,11,-5.705,1,0.0584,0.00853,9.36e-05,0.114,133.009,246213,4,1
0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,90.013,203413,4,1
0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,151.99,186827,4,1
0.383,0.861,4,-2.816,0,0.0777,0.0038,0.0,0.11,176.084,228360,4,1
0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,138.063,244960,4,1
0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,115.997,235000,4,1
0.467,0.774,9,-6.569,0,0.0485,0.0616,0.289,0.108,135.006,346693,4,1
0.256,0.679,9,-4.495,0,0.0387,0.00451,0.0409,0.172,158.718,295373,4,1
0.502,0.417,10,-7.665,1,0.0718,0.127,0.00419,0.106,180.301,281040,4,1
0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,121.61,240213,4,1
0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,128.019,304840,4,1
0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,118.211,237040,4,1
0.532,0.878,5,-4.431,0,0.0326,0.00229,0.000282,0.0771,104.026,231667,4,1
0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,160.515,202973,4,1
0.472,0.772,5,-5.928,1,0.0316,0.00658,5.65e-05,0.132,139.993,393480,4,1
0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,162.115,348387,4,1
0.499,0.819,10,-6.781,1,0.0347,0.00577,0.00886,0.368,125.976,337453,4,1
0.475,0.875,4,-5.11,1,0.0311,0.00416,9.66e-05,0.222,149.993,201250,4,1
0.58,0.82,0,-5.476,1,0.166,0.118,0.0,0.08,146.979,259267,4,1
0.475,0.906,4,-4.995,0,0.0377,0.0048,0.0,0.0998,79.089,249000,4,1
0.299,0.971,7,-3.118,1,0.142,0.000456,0.0,0.283,184.549,259307,4,1
0.473,0.767,5,-6.383,1,0.0548,0.00116,0.000798,0.109,180.024,328387,4,1
0.474,0.989,7,-4.11,1,0.198,0.000251,9.58e-05,0.328,109.982,220034,4,1
0.455,0.996,0,-3.394,1,0.193,0.000213,6.32e-06,0.412,165.05,243720,4,1
0.429,0.993,0,-3.454,1,0.0962,2.96e-05,0.0,0.328,172.067,239187,4,1
0.416,0.973,7,-4.839,1,0.0912,1.06e-05,0.327,0.0931,93.98,217773,4,1
0.536,0.97,0,-4.82,1,0.051,3.45e-05,3.98e-06,0.193,99.992,204840,4,1
0.432,0.904,10,-3.697,0,0.0432,0.000321,0.00982,0.206,144.401,279240,4,1
0.297,0.877,8,-4.814,1,0.0444,0.000473,2.74e-05,0.0687,115.712,416747,4,1
0.635,0.715,2,-9.216,1,0.025,0.00978,0.0177,0.152,140.002,196893,4,1
0.632,0.51,10,-8.018,1,0.0345,0.564,1.51e-06,0.279,134.024,273893,4,1
0.62,0.788,7,-5.843,1,0.04,0.0842,0.0774,0.108,158.932,238333,4,1
0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,122.688,224320,3,1
0.306,0.926,1,-2.754,0,0.0912,0.000311,0.000644,0.0776,158.47,225067,4,1
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,143.772,252613,4,1
0.468,0.976,7,-4.013,0,0.0732,5.29e-05,0.00195,0.0931,146.066,234827,4,1
0.686,0.574,5,-6.249,1,0.0404,0.739,0.0,0.109,126.98,184250,4,1
0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,162.065,213933,4,1
0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,105.076,208960,4,1
0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,95.028,173933,3,1
0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,150.184,184867,4,1
0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,110.006,230253,4,1
0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,140.127,166373,4,1
0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,95.136,157333,4,1
0.542,0.932,4,-4.896,1,0.05,0.0747,0.0,0.613,140.135,164760,4,1
0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,100.021,196907,4,1
0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,117.971,268613,4,1
0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,135.095,162600,4,1
0.574,0.977,9,-4.543,0,0.0524,0.0111,0.0,0.172,110.003,231320,4,1
0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,120.066,296560,4,1
0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,170.005,231680,4,1
0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,117.971,268613,4,1
0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,120.119,205613,4,1
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,110.018,185587,4,1
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,105.143,216880,4,1
0.637,0.588,1,-5.93,0,0.0638,0.0711,0.0,0.0917,190.038,250053,4,1
0.73,0.873,5,-4.543,0,0.0403,0.117,0.0,0.368,102.535,239267,4,1
0.532,0.903,0,-5.727,1,0.287,0.0361,0.0,0.379,183.854,293859,4,1
0.805,0.837,10,-4.72,1,0.0369,0.24,5.38e-06,0.186,110.057,228016,4,1
